chapter	verse	witness	kind	category	from	to	left_ctx	right_ctx	witness_text	edition_text
SS.1.16	SS.1.16.10	H	editorial-surface	punctuation	 		ha	yu	dāha pāka śrāva śopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.15	N	editorial-surface	other	to 	'		ny	to nyatamasya	'nyatamasya
SS.1.16	SS.1.16.15	H	editorial-surface	avagraha		'		ny	nyatamasya	'nyatamasya
SS.1.16	SS.1.16.15	N	editorial-surface	ba-va	v	b		an	vandhān upadhārya	bandhān upadhārya
SS.1.16	SS.1.16.15	H	editorial-surface	other	p	dh	pa	ād	bandhān upapādya	bandhān upadhārya
SS.1.16	SS.1.16.15	H	editorial-surface	other	d	r	pā	ya	bandhān upapādya	bandhān upadhārya
SS.1.16	SS.1.16.15	N	grouped-minor	degemination	c			ch	cchedyabhedyalekhyavyadhanair	chedyabhedyalekhyavyadhanair
SS.1.16	SS.1.16.15	H	grouped-minor	degemination	c			ch	cchedyabhedyalekhyavyadhanair	chedyabhedyalekhyavyadhanair
SS.1.16	SS.1.16.15	H	grouped-minor	nasal-anusvara	ñ	m	ṭa		aduṣṭañ	aduṣṭam
SS.1.16	SS.1.16.15	N	grouped-minor	gemination		ṇ	rṇ	am	karṇam	karṇṇam
SS.1.16	SS.1.16.15	N	grouped-minor	nasal-anusvara	ṃ	n	ha		nātigāḍhaṃ	nātigāḍhan
SS.1.16	SS.1.16.17	H	editorial-surface	avagraha		'		rū	rūḍho	'rūḍho
SS.1.16	SS.1.16.17	N	editorial-surface	avagraha		'		ru	ruḍho	'rūḍho
SS.1.16	SS.1.16.17	N	editorial-surface	vowel-length	u	ū	r	ḍh	ruḍho	'rūḍho
SS.1.16	SS.1.16.17	N	editorial-surface	other		na	ṭa	vā	paripuṭavām bhavati |	paripuṭanavān bhavati
SS.1.16	SS.1.16.17	N	editorial-surface	nasal-anusvara	m	n	vā	 b	paripuṭavām bhavati |	paripuṭanavān bhavati
SS.1.16	SS.1.16.17	N	editorial-surface	punctuation	 |		ti		paripuṭavām bhavati |	paripuṭanavān bhavati
SS.1.16	SS.1.16.17	H	editorial-surface	nasal-anusvara	m	n	vā	 b	paripuṭanavām bhavati |	paripuṭanavān bhavati
SS.1.16	SS.1.16.17	H	editorial-surface	punctuation	 |		ti		paripuṭanavām bhavati |	paripuṭanavān bhavati
SS.1.16	SS.1.16.17	N	grouped-minor	punctuation	 |		ān	 a	kaṇḍūmān | atipravṛttasrāvaḥ	kaṇḍūmān atipravṛttasrāvaḥ
SS.1.16	SS.1.16.17	H	grouped-minor	punctuation	 |		ān	 k	śophavān | kṣīṇālpamāṃso na	śophavān kṣīṇālpamāṃso na
SS.1.16	SS.1.16.18	N	grouped-minor	gemination		ṇ	rṇ	o	karṇo	karṇṇo
SS.1.16	SS.1.16.18	H	editorial-surface	nasal-anusvara	m	n	vā	 b	saṃrambhadāhapākavedanāvām bhavati |	saṃrambhadāhapākavedanāvān bhavati
SS.1.16	SS.1.16.18	H	editorial-surface	punctuation	 |		ti		saṃrambhadāhapākavedanāvām bhavati |	saṃrambhadāhapākavedanāvān bhavati
SS.1.16	SS.1.16.19	N	editorial-surface	other	v	bh	yā	iv	athāpraduṣṭasyāvivardhanārtham	athāpraduṣṭasyābhivarddhanārtham
SS.1.16	SS.1.16.19	N	editorial-surface	gemination		d	ar	dh	athāpraduṣṭasyāvivardhanārtham	athāpraduṣṭasyābhivarddhanārtham
SS.1.16	SS.1.16.19	H	grouped-minor	degemination	k		rk	āl	saṃbhṛtyārkkālarkkabalātibalānantāvidārīmadhukajalaśūkaprativāpan	saṃbhṛtyārkālarkabalātibalānantāvidārīmadhukajalaśūkaprativāpan
SS.1.16	SS.1.16.19	H	grouped-minor	degemination	k		ar	ka	saṃbhṛtyārkkālarkkabalātibalānantāvidārīmadhukajalaśūkaprativāpan	saṃbhṛtyārkālarkabalātibalānantāvidārīmadhukajalaśūkaprativāpan
SS.1.16	SS.1.16.19	N	grouped-minor	nasal-anusvara	ṃ	m	la		tailaṃ	tailam
SS.1.16	SS.1.16.23	N	editorial-surface	ba-va	v	b	 a	ar	tv avarhi	tv abahiḥ
SS.1.16	SS.1.16.23	N	editorial-surface	deletion	r		va	hi	tv avarhi	tv abahiḥ
SS.1.16	SS.1.16.23	N	editorial-surface	insertion		ḥ	hi		tv avarhi	tv abahiḥ
SS.1.16	SS.1.16.23	H	editorial-surface	ba-va	v	b	 a	ah	tv avahiḥ	tv abahiḥ
SS.1.16	SS.1.16.25	N	editorial-surface	avagraha		'		ve	vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.25	N	editorial-surface	nasal-anusvara		ṃ	ta		vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.25	H	editorial-surface	avagraha		'		ve	vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.25	H	editorial-surface	nasal-anusvara		ṃ	ta		vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.28	N	editorial-surface	ba-va	v	b	hu	ad	sādhuvaddha	sādhubaddham
SS.1.16	SS.1.16.28	N	editorial-surface	nasal-anusvara		m	ha		sādhuvaddha	sādhubaddham
SS.1.16	SS.1.16.28	H	editorial-surface	ba-va	v	b	hu	ad	sādhuvaddham	sādhubaddham
SS.1.16	SS.1.16.29	N	editorial-surface	nasal-anusvara		ṃ	ta		susīvita	susīvitaṃ
SS.1.16	SS.1.16.29	H	editorial-surface	sibilant	ś	s	su	īv	suśīvitaṃ	susīvitaṃ
SS.1.16	SS.1.16.29	N	grouped-minor	gemination		ṇ	rṇ	ay	tv avacūrṇayīta	tv avacūrṇṇayīta
SS.1.16	SS.1.16.29	H	editorial-surface	deletion	r		tt	āṅ	pattrāṅgayaṣṭīmadhukāñjanaiś	pattāṅgayaṣṭīmadhukāñjanaiś
SS.1.16	SS.1.16.30	H	grouped-minor	punctuation	 		va	ya	sva yathopadeśaṃ	svayathopadeśam
SS.1.16	SS.1.16.30	H	grouped-minor	nasal-anusvara	ṃ	m	śa		sva yathopadeśaṃ	svayathopadeśam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	m	ṃ	ta	 v	upāgatam vai	upāgataṃ vai
SS.1.16	SS.1.16.31	N	grouped-minor	punctuation		 	et	| 	nikṛntet| hīnaṃ	nikṛntet | hīnam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	ṃ	m	na		nikṛntet| hīnaṃ	nikṛntet | hīnam
SS.1.16	SS.1.16.31	H	grouped-minor	degemination	n			ni	nnikṛntet | hīnam	nikṛntet | hīnam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	kuryād ativṛddhamānsam	kuryād ativṛddhamāṃsam
SS.5.1	SS.5.1.3	K	editorial-surface	nasal-anusvara	ṃ	ñ	yā	 ś	chiṣyāṃ śaśāsāhata śāsanaḥ |	chiṣyāñ śaśāsāhataśāsanaḥ
SS.5.1	SS.5.1.3	K	editorial-surface	punctuation	 		ta	śā	chiṣyāṃ śaśāsāhata śāsanaḥ |	chiṣyāñ śaśāsāhataśāsanaḥ
SS.5.1	SS.5.1.3	K	editorial-surface	punctuation	 |		aḥ		chiṣyāṃ śaśāsāhata śāsanaḥ |	chiṣyāñ śaśāsāhataśāsanaḥ
SS.5.1	SS.5.1.5ab	K	editorial-surface	gemination		j	ij	ña	akiñcijñaṃ	akiñcijjñaṃ
SS.5.1	SS.5.1.5ab	H	editorial-surface	gemination		j	ij	ña	akiñcijñaṃ	akiñcijjñaṃ
SS.5.1	SS.5.1.8ab	K	grouped-minor	nasal-anusvara	ṃ	m	ta		satatotthitaṃ	satatotthitam
SS.5.1	SS.5.1.8ab	H	grouped-minor	nasal-anusvara	ṃ	m	ta		satatotthitaṃ	satatotthitam
SS.5.1	SS.5.1.17cd	K	grouped-minor	punctuation	 		ka	pū	saupodanika pūpikāḥ	saupodanikapūpikāḥ
SS.5.1	SS.5.1.20	K	grouped-minor	degemination	ṇ		rṇ	aṃ	bahusaṅkīrṇṇaṃ	bahusaṅkīrṇaṃ
SS.5.1	SS.5.1.20	K	editorial-surface	vowel-length	ā	a	oṭ	ye	sphoṭāyed vilikhed mahīṃ |	sphoṭayed vilikhed mahīm
SS.5.1	SS.5.1.20	K	editorial-surface	other	ṃ |	m	hī		sphoṭāyed vilikhed mahīṃ |	sphoṭayed vilikhed mahīm
SS.5.1	SS.5.1.20	H	editorial-surface	other	n	d	he	 m	sphoṭayed vilikhen mahīṃ |	sphoṭayed vilikhed mahīm
SS.5.1	SS.5.1.20	H	editorial-surface	other	ṃ |	m	hī		sphoṭayed vilikhen mahīṃ |	sphoṭayed vilikhed mahīm
SS.5.1	SS.5.1.21	K	grouped-minor	degemination	ṇ		ar	ṇa	vivarṇṇavaktro	vivarṇavaktro
SS.5.1	SS.5.1.21	H	grouped-minor	degemination	ṇ		ar	ṇa	vivarṇṇavaktro	vivarṇavaktro
SS.5.1	SS.5.1.25	K	editorial-surface	nasal-anusvara	 n		he		dantakāṣṭhe n	dantakāṣṭhe
SS.5.1	SS.5.1.25	H	editorial-surface	nasal-anusvara	 n		he		dantakāṣṭhe n	dantakāṣṭhe
SS.5.1	SS.5.1.25	K	editorial-surface	other		'n		na	napāne ca	'nnapāne ca
SS.5.1	SS.5.1.25	H	editorial-surface	other		'n		na	napāne ca	'nnapāne ca
SS.5.1	SS.5.1.33ab	H	grouped-minor	nasal-anusvara	m	ṃ	ra		asram	asraṃ
SS.5.1	SS.5.1.37	K	grouped-minor	punctuation	 		ra	go	śyāmendra gopa somotpalāni	śyāmendragopasomotpalāni
SS.5.1	SS.5.1.37	K	grouped-minor	punctuation	 		pa	so	śyāmendra gopa somotpalāni	śyāmendragopasomotpalāni
SS.5.1	SS.5.1.37	H	grouped-minor	punctuation	 		ra	go	śyāmendra gopa somotpalāni	śyāmendragopasomotpalāni
SS.5.1	SS.5.1.37	H	grouped-minor	punctuation	 		pa	so	śyāmendra gopa somotpalāni	śyāmendragopasomotpalāni
SS.5.1	SS.5.1.38	K	grouped-minor	avagraha		'		sy	syāṣṭhīlavaj jihvā	'syāṣṭhīlavaj jihvā
SS.5.1	SS.5.1.38	H	grouped-minor	avagraha		'		sy	syāṣṭhīlavaj jihvā	'syāṣṭhīlavaj jihvā
SS.5.1	SS.5.1.38	K	editorial-surface	avagraha		'		ra	rasavedanī |	'rasavedanī
SS.5.1	SS.5.1.38	K	editorial-surface	punctuation	 |		nī		rasavedanī |	'rasavedanī
SS.5.1	SS.5.1.38	H	editorial-surface	avagraha		'		ra	rasavedanī |	'rasavedanī
SS.5.1	SS.5.1.38	H	editorial-surface	punctuation	 |		nī		rasavedanī |	'rasavedanī
SS.5.1	SS.5.1.39	K	grouped-minor	nasal-anusvara	ṃ	m	ka		syād dantakāṣṭhikaṃ	syād dantakāṣṭhikam
SS.5.1	SS.5.1.39	H	grouped-minor	nasal-anusvara	ṃ	m	ka		syād dantakāṣṭhikaṃ	syād dantakāṣṭhikam
SS.5.1	SS.5.1.40	H	grouped-minor	degemination	c		rc	hā	mūrcchāṃ	mūrchāṃ
SS.5.1	SS.5.1.43	K	grouped-minor	nasal-anusvara	ṃ	m	na		virecanaṃ	virecanam
SS.5.1	SS.5.1.43	H	grouped-minor	nasal-anusvara	ṃ	m	na		virecanaṃ	virecanam
SS.5.1	SS.5.1.45	K	editorial-surface	sibilant		ś	tā		vikṛtā	vikṛtāś
SS.5.1	SS.5.1.45	H	editorial-surface	sibilant		ś	tā		vikṛtā	vikṛtāś
SS.5.1	SS.5.1.46	H	grouped-minor	punctuation	 		na	mā	śākasūpānna māṃsāni	śākasūpānnamāṃsāni
SS.5.1	SS.5.1.49	K	editorial-surface	punctuation	 		pa	ja	dhātakīpuṣpa jamvvāmrāsthi harīkakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	K	editorial-surface	ba-va	v	b	am	vā	dhātakīpuṣpa jamvvāmrāsthi harīkakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	K	editorial-surface	punctuation	 		hi	ha	dhātakīpuṣpa jamvvāmrāsthi harīkakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	K	editorial-surface	other	k	t	rī	ak	dhātakīpuṣpa jamvvāmrāsthi harīkakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	K	editorial-surface	punctuation	 |		iḥ		dhātakīpuṣpa jamvvāmrāsthi harīkakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	H	editorial-surface	punctuation	 		pa	ja	dhātakīpuṣpa jamvvāmrāsthi harītakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	H	editorial-surface	ba-va	v	b	am	vā	dhātakīpuṣpa jamvvāmrāsthi harītakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	H	editorial-surface	punctuation	 		hi	ha	dhātakīpuṣpa jamvvāmrāsthi harītakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.49	H	editorial-surface	punctuation	 |		iḥ		dhātakīpuṣpa jamvvāmrāsthi harītakaiḥ |	dhātakīpuṣpajambvāmrāsthiharītakaiḥ
SS.5.1	SS.5.1.50	K	editorial-surface	deletion	d 			vā	d vāpi	vāpi
SS.5.1	SS.5.1.50	H	editorial-surface	deletion	d 			vā	d vāpi	vāpi
SS.5.1	SS.5.1.50	H	grouped-minor	degemination	t		ar	ta	karttavyaṃ	kartavyaṃ
SS.5.1	SS.5.1.51	K	editorial-surface	ba-va	v	b		ah	vahalo	bahalo
SS.5.1	SS.5.1.51	H	editorial-surface	ba-va	v	b		ah	vahalo	bahalo
SS.5.1	SS.5.1.51	H	grouped-minor	degemination	ṇ		rṇ	aś	vivarṇṇaś ca	vivarṇaś ca
SS.5.1	SS.5.1.52	K	grouped-minor	punctuation	 		ṭā	ja	sphoṭā janmarujāsrāvas	sphoṭājanmarujāsrāvas
SS.5.1	SS.5.1.52	K	grouped-minor	punctuation	 |		ca		eva ca |	eva ca
SS.5.1	SS.5.1.54	H	grouped-minor	nasal-anusvara	m	ṃ	yā		kapittharasapatrābhyām	kapittharasapatrābhyāṃ
SS.5.1	SS.5.1.57	K	grouped-minor	punctuation	 		ta	śy	ṛkṣapittaghṛta śyāmāpālindī taṇḍulīyakaiḥ	ṛkṣapittaghṛtaśyāmāpālindītaṇḍulīyakaiḥ
SS.5.1	SS.5.1.57	K	grouped-minor	punctuation	 		dī	ta	ṛkṣapittaghṛta śyāmāpālindī taṇḍulīyakaiḥ	ṛkṣapittaghṛtaśyāmāpālindītaṇḍulīyakaiḥ
SS.5.1	SS.5.1.57	H	grouped-minor	punctuation	 		ta	śy	ṛkṣapittaghṛta śyāmāpālindī taṇḍulīyakaiḥ	ṛkṣapittaghṛtaśyāmāpālindītaṇḍulīyakaiḥ
SS.5.1	SS.5.1.57	H	grouped-minor	punctuation	 		dī	ta	ṛkṣapittaghṛta śyāmāpālindī taṇḍulīyakaiḥ	ṛkṣapittaghṛtaśyāmāpālindītaṇḍulīyakaiḥ
SS.5.1	SS.5.1.58	H	grouped-minor	degemination	ṇ		rṇ	yā	mūṣikakarṇṇyā vā	mūṣikakarṇyā vā
SS.5.1	SS.5.1.59	K	editorial-surface	other	nā		ha	va	sādhayed avalekhanāvat |	sādhayed avalekhavat
SS.5.1	SS.5.1.59	K	editorial-surface	punctuation	 |		at		sādhayed avalekhanāvat |	sādhayed avalekhavat
SS.5.1	SS.5.1.60	K	grouped-minor	punctuation	 		ka	pr	padminīkaṇṭaka prakhyaiḥ	padminīkaṇṭakaprakhyaiḥ
SS.5.1	SS.5.1.62	K	grouped-minor	nasal-anusvara	ṅ	ṃ	ya		asvāsthyaṅ	asvāsthyaṃ
SS.5.1	SS.5.1.62	K	editorial-surface	other	aṃm		an	ās	sphoṭanaṃmāsrāvau	sphoṭanāsrāvau
SS.5.1	SS.5.1.62	H	editorial-surface	other	aṃ 	ā	an	sr	sphoṭanaṃ srāvau	sphoṭanāsrāvau
SS.5.1	SS.5.1.62	K	grouped-minor	punctuation	 		ka	me	muṣka meḍhra gudeṣv	muṣkameḍhragudeṣv
SS.5.1	SS.5.1.62	K	grouped-minor	punctuation	 		ra	gu	muṣka meḍhra gudeṣv	muṣkameḍhragudeṣv
SS.5.1	SS.5.1.62	H	grouped-minor	punctuation	 		ka	me	muṣka meḍhra gudeṣv	muṣkameḍhragudeṣv
SS.5.1	SS.5.1.62	H	grouped-minor	punctuation	 		ra	gu	muṣka meḍhra gudeṣv	muṣkameḍhragudeṣv
SS.5.1	SS.5.1.63	K	grouped-minor	nasal-anusvara	ṃ	ṅ	ya	ga	tatrābhyaṃgavad ācaṣṭe	tatrābhyaṅgavad ācaṣṭe
SS.5.1	SS.5.1.63	K	grouped-minor	nasal-anusvara	ṃ	m	yā		kriyāṃ	kriyām
SS.5.1	SS.5.1.63	H	grouped-minor	nasal-anusvara	ṃ	m	yā		kriyāṃ	kriyām
SS.5.1	SS.5.1.64	K	editorial-surface	insertion		r	pi		sarpi	sarpir
SS.5.1	SS.5.1.64	H	editorial-surface	insertion		r	pi		sarpi	sarpir
SS.5.1	SS.5.1.65	H	grouped-minor	nasal-anusvara	m	ṃ	ya		nasyam	nasyaṃ
SS.5.1	SS.5.1.66	K	editorial-surface	ba-va	v	b		āṣ	vāṣpikaṃ	bāṣpikaṃ
SS.5.1	SS.5.1.66	H	editorial-surface	ba-va	v	b		āṣ	vāṣpikaṃ	bāṣpikaṃ
SS.5.1	SS.5.1.68	H	grouped-minor	nasal-anusvara	ṃ	m	ta		kṣaudrasaṃyutaṃ	kṣaudrasaṃyutam
SS.5.1	SS.5.1.71cd	H	editorial-surface	punctuation	 		ha	me	kapittha meṣaśrṛṅgābhyām	kapitthameṣaśṛṅgābhyām
SS.5.1	SS.5.1.71cd	H	editorial-surface	deletion	r		aś	ṛṅ	kapittha meṣaśrṛṅgābhyām	kapitthameṣaśṛṅgābhyām
SS.5.1	SS.5.1.73	H	grouped-minor	nasal-anusvara	m	ṃ	yā		viṣaduṣṭābhyām	viṣaduṣṭābhyāṃ
SS.5.1	SS.5.1.73	H	grouped-minor	nasal-anusvara	m	ṃ	yā		pādukābhyām	pādukābhyāṃ
SS.5.1	SS.5.1.74	H	grouped-minor	punctuation	 		dā	ra	dāhapākāvadā raṇaiḥ	dāhapākāvadāraṇaiḥ
SS.5.1	SS.5.1.76	H	grouped-minor	other	m̐	ṃ	vā	s	upadravām̐s	upadravāṃs
SS.5.1	SS.5.1.80	H	grouped-minor	nasal-anusvara	m	ṃ	ta		amṛtam	amṛtaṃ
SS.5.1	SS.5.1.80	H	grouped-minor	degemination	p		rp	iḥ	abhuktavān | sarppiḥ	abhuktavān | sarpiḥ
SS.5.1	SS.5.1.80	H	grouped-minor	nasal-anusvara	n	ṃ	ra		kṣaudran	kṣaudraṃ
SS.5.1	SS.5.1.80	K	editorial-surface	ba-va	v	b	pi	ed	pived vā	pibed vā
SS.5.1	SS.5.1.80	H	editorial-surface	ba-va	v	b	pi	ed	pived vā	pibed vā
SS.5.1	SS.5.1.81	K	editorial-surface	nasal-anusvara		ṃ	sā	s	rasās	rasāṃs
SS.5.1	SS.5.1.81	H	editorial-surface	nasal-anusvara		ṃ	sā	s	rasās	rasāṃs
SS.5.1	SS.5.1.82	H	grouped-minor	degemination	k		ar	ka	śarkkaran	śarkaran
SS.5.1	SS.5.1.84	K	editorial-surface	ba-va	v	b	im	ay	nimvayūṣa	nimbayūṣa
SS.5.1	SS.5.1.84	H	editorial-surface	ba-va	v	b	im	ay	nimvayūṣa	nimbayūṣa
SS.5.1	SS.5.1.85	H	grouped-minor	nasal-anusvara	m	ṃ	ta		pītam	pītaṃ
SS.5.2	SS.5.2.4	K	grouped-minor	nasal-anusvara	ṃ	m	ta		smṛtaṃ	smṛtam
SS.5.2	SS.5.2.4	H	grouped-minor	nasal-anusvara	ṃ	m	ta		smṛtaṃ	smṛtam
SS.5.2	SS.5.2.5a	K	grouped-minor	punctuation	 		ka	gu	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	K	grouped-minor	punctuation	 		jā	su	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	K	grouped-minor	punctuation	 		rā	ka	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	K	grouped-minor	punctuation	 		ṭā	vi	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	K	grouped-minor	punctuation	 		ta	vi	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	H	grouped-minor	punctuation	 		ka	gu	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	H	grouped-minor	punctuation	 		jā	su	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	H	grouped-minor	punctuation	 		rā	ka	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	H	grouped-minor	punctuation	 		ṭā	vi	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5a	H	grouped-minor	punctuation	 		ta	vi	klītakāśvamāraka guñjā subhaṅgurā karaṭā vidyucchikhānanta vijayā	klītakāśvamārakaguñjāsubhaṅgurākaraṭāvidyucchikhānantavijayā
SS.5.2	SS.5.2.5c	H	grouped-minor	punctuation	 		ra	vi	guñjāruṣkara viṣavedikādīnāṃ	guñjāruṣkaraviṣavedikādīnāṃ
SS.5.2	SS.5.2.5d	K	grouped-minor	punctuation	 		ka	re	ullika reṇu karambha mahākarambhādīnāṃ	ullikareṇukarambhamahākarambhādīnāṃ
SS.5.2	SS.5.2.5d	K	grouped-minor	punctuation	 		ṇu	ka	ullika reṇu karambha mahākarambhādīnāṃ	ullikareṇukarambhamahākarambhādīnāṃ
SS.5.2	SS.5.2.5d	K	grouped-minor	punctuation	 		ha	ma	ullika reṇu karambha mahākarambhādīnāṃ	ullikareṇukarambhamahākarambhādīnāṃ
SS.5.2	SS.5.2.5e	K	grouped-minor	punctuation	 		ja	ka	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5e	K	grouped-minor	punctuation	 		ka	ka	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5e	K	grouped-minor	punctuation	 		ha	nā	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5e	H	grouped-minor	punctuation	 		ja	ka	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5e	H	grouped-minor	punctuation	 		ka	ka	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5e	H	grouped-minor	punctuation	 		ha	nā	vallija karaghāṭaka karambha nārācakādīnāṃ	vallijakaraghāṭakakarambhanārācakādīnāṃ
SS.5.2	SS.5.2.5f	K	grouped-minor	punctuation	 		ti	da	kumudavati dantī snuhā jālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	K	grouped-minor	punctuation	 		tī	sn	kumudavati dantī snuhā jālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	K	grouped-minor	punctuation	 		hā	jā	kumudavati dantī snuhā jālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	K	grouped-minor	punctuation	 		nī	pr	kumudavati dantī snuhā jālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	H	grouped-minor	punctuation	 		ti	da	kumudavati dantī snuhājālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	H	grouped-minor	punctuation	 		tī	sn	kumudavati dantī snuhājālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5f	H	grouped-minor	punctuation	 		nī	pr	kumudavati dantī snuhājālinī prabhṛtīnāṃ	kumudavatidantīsnuhājālinīprabhṛtīnāṃ
SS.5.2	SS.5.2.5g	H	grouped-minor	punctuation	 		la	ph	haritāla phenāśma bhasma rakta prabhṛtīni	haritālaphenāśmabhasmaraktaprabhṛtīni
SS.5.2	SS.5.2.5g	H	grouped-minor	punctuation	 		ma	bh	haritāla phenāśma bhasma rakta prabhṛtīni	haritālaphenāśmabhasmaraktaprabhṛtīni
SS.5.2	SS.5.2.5g	H	grouped-minor	punctuation	 		ma	ra	haritāla phenāśma bhasma rakta prabhṛtīni	haritālaphenāśmabhasmaraktaprabhṛtīni
SS.5.2	SS.5.2.5g	H	grouped-minor	punctuation	 		ta	pr	haritāla phenāśma bhasma rakta prabhṛtīni	haritālaphenāśmabhasmaraktaprabhṛtīni
SS.5.2	SS.5.2.7	K	editorial-surface	nasal-anusvara	ṃ 		na	śv	jṛmbhaṇodveṣṭanaṃ śvāsāḥ	jṛmbhaṇodveṣṭanaśvāsā
SS.5.2	SS.5.2.7	K	editorial-surface	deletion	ḥ		sā		jṛmbhaṇodveṣṭanaṃ śvāsāḥ	jṛmbhaṇodveṣṭanaśvāsā
SS.5.2	SS.5.2.7	H	editorial-surface	nasal-anusvara	n	ṇ	ha	od	jṛmbhanodveṣṭanaśvāsā	jṛmbhaṇodveṣṭanaśvāsā
SS.5.2	SS.5.2.7	H	grouped-minor	degemination	n			nṛ	nnṛṇāṃ	nṛṇāṃ
SS.5.2	SS.5.2.8	H	grouped-minor	degemination	d			dā	ddāhodveṣṭanam	dāhodveṣṭanam
SS.5.2	SS.5.2.10	H	grouped-minor	degemination	v			vi	vviḍbhedo	viḍbhedo
SS.5.2	SS.5.2.13	H	grouped-minor	degemination	b		ur	ba	grīvādaurbbalyavāksaṅgau	grīvādaurbalyavāksaṅgau
SS.5.2	SS.5.2.14	K	grouped-minor	avagraha		'		kṣ	kṣṇoś	'kṣṇoś
